gene_key	gene_name	chrom	start	end	strand	source	tax_id	entrez_gene_id
945806	hofC	NC_000913.3	114522	115724	-	RefSeq	511145	945806
947481	hofB	NC_000913.3	115714	117099	-	RefSeq	511145	947481
945817	ppdD	NC_000913.3	117109	117549	-	RefSeq	511145	945817
948869	nadC	NC_000913.3	117752	118645	-	RefSeq	511145	948869
948877	ampD	NC_000913.3	118733	119284	+	RefSeq	511145	948877
946678	ampE	NC_000913.3	119281	120135	+	RefSeq	511145	946678
946018	aroP	NC_000913.3	120178	121551	-	RefSeq	511145	946018
944827	pdhR	NC_000913.3	122092	122856	+	RefSeq	511145	944827
944834	aceE	NC_000913.3	123017	125680	+	RefSeq	511145	944834
944794	aceF	NC_000913.3	125695	127587	+	RefSeq	511145	944794
944854	lpd	NC_000913.3	127912	129336	+	RefSeq	511145	944854
944868	yacH	NC_000913.3	129407	131260	-	RefSeq	511145	944868
944864	acnB	NC_000913.3	131615	134212	+	RefSeq	511145	944864
944809	yacL	NC_000913.3	134388	134750	+	RefSeq	511145	944809
947719	speD	NC_000913.3	134788	135582	-	RefSeq	511145	947719
947726	speE	NC_000913.3	135598	136464	-	RefSeq	511145	947726
948472	yacC	NC_000913.3	136570	136917	-	RefSeq	511145	948472
947736	cueO	NC_000913.3	137083	138633	+	RefSeq	511145	947736
944830	gcd	NC_000913.3	138835	141225	-	RefSeq	511145	944830
946624	hpt	NC_000913.3	141431	141967	+	RefSeq	511145	946624
944832	can	NC_000913.3	142008	142670	-	RefSeq	511145	944832
944833	yadG	NC_000913.3	142779	143705	+	RefSeq	511145	944833
944836	yadH	NC_000913.3	143702	144472	+	RefSeq	511145	944836
947397	yadI	NC_000913.3	144577	145017	+	RefSeq	511145	947397
946536	yadE	NC_000913.3	145081	146310	+	RefSeq	511145	946536
945686	panD	NC_000913.3	146314	146694	-	RefSeq	511145	945686
944781	rpnC	NC_000913.3	146968	147870	+	RefSeq	511145	944781
944958	panC	NC_000913.3	147944	148795	-	RefSeq	511145	944958
944839	panB	NC_000913.3	148807	149601	-	RefSeq	511145	944839
944837	yadC	NC_000913.3	149715	150953	-	RefSeq	511145	944837
944835	yadK	NC_000913.3	151003	151599	-	RefSeq	511145	944835
944829	yadL	NC_000913.3	151626	152231	-	RefSeq	511145	944829
944828	yadM	NC_000913.3	152243	152812	-	RefSeq	511145	944828
944819	htrE	NC_000913.3	152829	155426	-	RefSeq	511145	944819
944859	yadV	NC_000913.3	155461	156201	-	RefSeq	511145	944859
944841	yadN	NC_000913.3	156299	156883	-	RefSeq	511145	944841
948792	folK	NC_000913.3	157253	157732	-	RefSeq	511145	948792
947318	pcnB	NC_000913.3	157729	159126	-	RefSeq	511145	947318
944846	gluQ	NC_000913.3	159186	160112	-	RefSeq	511145	944846
944850	dksA	NC_000913.3	160149	160604	-	RefSeq	511145	944850
944855	sfsA	NC_000913.3	160782	161486	-	RefSeq	511145	944855
944848	thpR	NC_000913.3	161501	162031	-	RefSeq	511145	944848
944845	hrpB	NC_000913.3	162105	164534	+	RefSeq	511145	944845
944843	mrcB	NC_000913.3	164730	167264	+	RefSeq	511145	944843
944856	fhuA	NC_000913.3	167484	169727	+	RefSeq	511145	944856
945250	fhuC	NC_000913.3	169778	170575	+	RefSeq	511145	945250
947510	fhuD	NC_000913.3	170575	171465	+	RefSeq	511145	947510
946890	fhuB	NC_000913.3	171462	173444	+	RefSeq	511145	946890
946892	hemL	NC_000913.3	173602	174882	-	RefSeq	511145	946892
63925623	yadX	NC_000913.3	175048	175095	+	RefSeq	511145	63925623
946715	clcA	NC_000913.3	175107	176528	+	RefSeq	511145	946715
38094936	yadW	NC_000913.3	176552	176617	+	RefSeq	511145	38094936
944857	erpA	NC_000913.3	176610	176954	+	RefSeq	511145	944857
949062	yadS	NC_000913.3	177001	177624	-	RefSeq	511145	949062
947574	btuF	NC_000913.3	177662	178462	-	RefSeq	511145	947574
948542	mtn	NC_000913.3	178455	179153	-	RefSeq	511145	948542
947177	dgt	NC_000913.3	179237	180754	+	RefSeq	511145	947177
947139	degP	NC_000913.3	180884	182308	+	RefSeq	511145	947139
944860	cdaR	NC_000913.3	182463	183620	+	RefSeq	511145	944860
947044	yaeH	NC_000913.3	183709	184095	-	RefSeq	511145	947044
945002	yaeI	NC_000913.3	184257	185069	-	RefSeq	511145	945002
944862	dapD	NC_000913.3	185123	185947	-	RefSeq	511145	944862
944863	glnD	NC_000913.3	185978	188650	-	RefSeq	511145	944863
947882	map	NC_000913.3	188712	189506	-	RefSeq	511145	947882
2847773	tff	NC_000913.3	189712	189847	+	RefSeq	511145	2847773
947874	rpsB	NC_000913.3	189874	190599	+	RefSeq	511145	947874
944866	tsf	NC_000913.3	190857	191708	+	RefSeq	511145	944866
944989	pyrH	NC_000913.3	191855	192580	+	RefSeq	511145	944989
946122	frr	NC_000913.3	192872	193429	+	RefSeq	511145	946122
945019	dxr	NC_000913.3	193521	194717	+	RefSeq	511145	945019
71004552	ispZ	NC_000913.3	194784	194844	+	RefSeq	511145	71004552
944874	ispU	NC_000913.3	194903	195664	+	RefSeq	511145	944874
944876	cdsA	NC_000913.3	195677	196534	+	RefSeq	511145	944876
944871	rseP	NC_000913.3	196546	197898	+	RefSeq	511145	944871
944870	bamA	NC_000913.3	197928	200360	+	RefSeq	511145	944870
944861	skp	NC_000913.3	200482	200967	+	RefSeq	511145	944861
944882	lpxD	NC_000913.3	200971	201996	+	RefSeq	511145	944882
944888	fabZ	NC_000913.3	202101	202556	+	RefSeq	511145	944888
944849	lpxA	NC_000913.3	202560	203348	+	RefSeq	511145	944849
944838	lpxB	NC_000913.3	203348	204496	+	RefSeq	511145	944838
944852	rnhB	NC_000913.3	204493	205089	+	RefSeq	511145	944852
944877	dnaE	NC_000913.3	205126	208608	+	RefSeq	511145	944877
944895	accA	NC_000913.3	208621	209580	+	RefSeq	511145	944895
944887	ldcC	NC_000913.3	209679	211820	+	RefSeq	511145	944887
944875	yaeR	NC_000913.3	211877	212266	+	RefSeq	511145	944875
944889	tilS	NC_000913.3	212331	213629	+	RefSeq	511145	944889
944891	rof	NC_000913.3	213678	213932	-	RefSeq	511145	944891
1450233	yaeP	NC_000913.3	213925	214125	-	RefSeq	511145	1450233
946809	yaeQ	NC_000913.3	214291	214836	+	RefSeq	511145	946809
946046	arfB	NC_000913.3	214833	215255	+	RefSeq	511145	946046
946782	nlpE	NC_000913.3	215269	215979	+	RefSeq	511145	946782
944892	yaeF	NC_000913.3	216179	217003	-	RefSeq	511145	944892
949116	proS	NC_000913.3	217057	218775	-	RefSeq	511145	949116
949112	trmO	NC_000913.3	218887	219594	-	RefSeq	511145	949112
949113	rcsF	NC_000913.3	219591	219995	-	RefSeq	511145	949113
944893	metQ	NC_000913.3	220113	220928	-	RefSeq	511145	944893
944894	metI	NC_000913.3	220968	221621	-	RefSeq	511145	944894
944896	metN	NC_000913.3	221614	222645	-	RefSeq	511145	944896
944879	gmhB	NC_000913.3	222833	223408	+	RefSeq	511145	944879
944897	rrsH	NC_000913.3	223771	225312	+	RefSeq	511145	944897
944884	ileV	NC_000913.3	225381	225457	+	RefSeq	511145	944884
944890	alaV	NC_000913.3	225500	225575	+	RefSeq	511145	944890
944900	rrlH	NC_000913.3	225759	228662	+	RefSeq	511145	944900
944898	rrfH	NC_000913.3	228756	228875	+	RefSeq	511145	944898
944880	aspU	NC_000913.3	228928	229004	+	RefSeq	511145	944880
944901	dkgB	NC_000913.3	229167	229970	+	RefSeq	511145	944901
947507	yafC	NC_000913.3	229967	230881	-	RefSeq	511145	947507
946286	yafD	NC_000913.3	231122	231922	+	RefSeq	511145	946286
946197	yafE	NC_000913.3	231926	232549	+	RefSeq	511145	946197
945694	mltD	NC_000913.3	232597	233955	-	RefSeq	511145	945694
944902	gloB	NC_000913.3	234027	234782	-	RefSeq	511145	944902
71004553	ykfO	NC_000913.3	234288	234320	+	RefSeq	511145	71004553
944903	yafS	NC_000913.3	234816	235538	+	RefSeq	511145	944903
946955	rnhA	NC_000913.3	235535	236002	-	RefSeq	511145	946955
946441	dnaQ	NC_000913.3	236067	236798	+	RefSeq	511145	946441
947541	aspV	NC_000913.3	236931	237007	+	RefSeq	511145	947541
949009	yafT	NC_000913.3	237335	238120	+	RefSeq	511145	949009
5061498	ykfM	NC_000913.3	238257	238736	-	RefSeq	511145	5061498
946585	yafV	NC_000913.3	239419	240189	-	RefSeq	511145	946585
946530	ivy	NC_000913.3	240343	240816	+	RefSeq	511145	946530
949007	fadE	NC_000913.3	240859	243303	-	RefSeq	511145	949007
949134	gmhA	NC_000913.3	243543	244121	+	RefSeq	511145	949134
944906	yafJ	NC_000913.3	244327	245094	+	RefSeq	511145	944906
944910	dpaA	NC_000913.3	245065	245805	-	RefSeq	511145	944910
944911	yafQ	NC_000913.3	245961	246239	-	RefSeq	511145	944911
944914	dinJ	NC_000913.3	246242	246502	-	RefSeq	511145	944914
944899	yafL	NC_000913.3	246712	247461	+	RefSeq	511145	944899
944913	rayT	NC_000913.3	247637	248134	+	RefSeq	511145	944913
944922	dinB	NC_000913.3	250898	251953	+	RefSeq	511145	944922
944920	yafN	NC_000913.3	252005	252298	+	RefSeq	511145	944920
944916	yafO	NC_000913.3	252301	252699	+	RefSeq	511145	944916
944912	yafP	NC_000913.3	252709	253161	+	RefSeq	511145	944912
945013	pepD	NC_000913.3	254259	255716	-	RefSeq	511145	945013
944817	gpt	NC_000913.3	255977	256435	+	RefSeq	511145	944817
946039	frsA	NC_000913.3	256527	257771	+	RefSeq	511145	946039
38094937	insB9	NC_000913.3	257923	258426	-	RefSeq	511145	38094937
38094938	insA9	NC_000913.3	258345	258620	-	RefSeq	511145	38094938
944926	phoE	NC_000913.3	259045	260100	-	RefSeq	511145	944926
946425	proB	NC_000913.3	260388	261491	+	RefSeq	511145	946425
946680	proA	NC_000913.3	261503	262756	+	RefSeq	511145	946680
947202	thrW	NC_000913.3	262871	262946	+	RefSeq	511145	947202
946726	ykfI	NC_000913.3	263328	263669	-	RefSeq	511145	946726
944929	yafW	NC_000913.3	263690	264007	-	RefSeq	511145	944929
1450236	ykfH	NC_000913.3	264026	264247	-	RefSeq	511145	1450236
944930	ykfG	NC_000913.3	264256	264732	-	RefSeq	511145	944930
944931	yafX	NC_000913.3	264748	265206	-	RefSeq	511145	944931
948839	ykfF	NC_000913.3	265304	265543	-	RefSeq	511145	948839
946846	ykfB	NC_000913.3	265620	266087	-	RefSeq	511145	946846
944934	yafY	NC_000913.3	266110	266553	-	RefSeq	511145	944934
945373	yafZ	NC_000913.3	267184	268005	-	RefSeq	511145	945373
949004	ykfA	NC_000913.3	268097	268960	-	RefSeq	511145	949004
945417	perR	NC_000913.3	269289	270182	-	RefSeq	511145	945417
949005	insI1	NC_000913.3	270603	271754	+	RefSeq	511145	949005
7751631	eyeA	NC_000913.3	272580	272654	+	RefSeq	511145	7751631
944940	ykfC	NC_000913.3	272847	273992	+	RefSeq	511145	944940
944941	insH1	NC_000913.3	274101	275081	-	RefSeq	511145	944941
946284	mmuP	NC_000913.3	275325	276728	+	RefSeq	511145	946284
946143	mmuM	NC_000913.3	276715	277647	+	RefSeq	511145	946143
947676	afuC	NC_000913.3	277756	278802	-	RefSeq	511145	947676
947698	insB2	NC_000913.3	279178	279681	-	RefSeq	511145	947698
944946	insA2	NC_000913.3	279600	279875	-	RefSeq	511145	944946
944944	yagB	NC_000913.3	280385	280735	-	RefSeq	511145	944944
944937	yagA	NC_000913.3	280829	281983	-	RefSeq	511145	944937
944925	yagE	NC_000913.3	282278	283186	+	RefSeq	511145	944925
944928	yagF	NC_000913.3	283201	285168	+	RefSeq	511145	944928
944947	yagG	NC_000913.3	285395	286777	+	RefSeq	511145	944947
944949	yagH	NC_000913.3	286789	288399	+	RefSeq	511145	944949
945016	xynR	NC_000913.3	288404	289162	-	RefSeq	511145	945016
944844	argF	NC_000913.3	289301	290305	-	RefSeq	511145	944844
63925624	argL	NC_000913.3	290275	290370	-	RefSeq	511145	63925624
7751632	ykgS	NC_000913.3	290510	290638	+	RefSeq	511145	7751632
944950	insB3	NC_000913.3	290649	291152	-	RefSeq	511145	944950
944951	insA3	NC_000913.3	291071	291346	-	RefSeq	511145	944951
949094	yagJ	NC_000913.3	291500	292231	+	RefSeq	511145	949094
945847	yagK	NC_000913.3	292322	292948	-	RefSeq	511145	945847
945845	yagL	NC_000913.3	293220	293918	-	RefSeq	511145	945845
944959	yagM	NC_000913.3	293945	294799	-	RefSeq	511145	944959
38094939	ykgV	NC_000913.3	294918	295142	-	RefSeq	511145	38094939
945349	yagN	NC_000913.3	295139	295579	-	RefSeq	511145	945349
947351	intF	NC_000913.3	295696	297096	-	RefSeq	511145	947351
947411	yagP	NC_000913.3	297381	297791	-	RefSeq	511145	947411
945010	paoD	NC_000913.3	297770	298726	-	RefSeq	511145	945010
944961	paoC	NC_000913.3	298736	300934	-	RefSeq	511145	944961
945710	paoB	NC_000913.3	300931	301887	-	RefSeq	511145	945710
945330	paoA	NC_000913.3	301884	302573	-	RefSeq	511145	945330
945677	yagU	NC_000913.3	302991	303605	+	RefSeq	511145	945677
945905	ykgJ	NC_000913.3	303853	304182	-	RefSeq	511145	945905
946631	ecpE	NC_000913.3	304495	305205	-	RefSeq	511145	946631
947349	ecpD	NC_000913.3	305174	306817	-	RefSeq	511145	947349
947606	ecpC	NC_000913.3	306807	309332	-	RefSeq	511145	947606
948806	ecpB	NC_000913.3	309358	310026	-	RefSeq	511145	948806
948759	ecpA	NC_000913.3	310084	310671	-	RefSeq	511145	948759
944966	matA	NC_000913.3	310746	311336	-	RefSeq	511145	944966
944962	ykgL	NC_000913.3	312112	312339	+	RefSeq	511145	944962
1450238	ykgO	NC_000913.3	312374	312514	-	RefSeq	511145	1450238
944960	ykgM	NC_000913.3	312514	312777	-	RefSeq	511145	944960
7751635	ykgR	NC_000913.3	313141	313242	-	RefSeq	511145	7751635
944952	insE1	NC_000913.3	315291	315590	+	RefSeq	511145	944952
944948	insF1	NC_000913.3	315587	316453	+	RefSeq	511145	944948
944974	rclC	NC_000913.3	317726	318319	-	RefSeq	511145	944974
945658	rclB	NC_000913.3	318331	318567	-	RefSeq	511145	945658
946092	rclA	NC_000913.3	318676	320001	-	RefSeq	511145	946092
945616	rclR	NC_000913.3	320227	321081	+	RefSeq	511145	945616
948438	ykgE	NC_000913.3	321608	322327	+	RefSeq	511145	948438
944980	ykgF	NC_000913.3	322338	323765	+	RefSeq	511145	944980
945906	ykgG	NC_000913.3	323758	324453	+	RefSeq	511145	945906
947513	ykgH	NC_000913.3	324696	325364	-	RefSeq	511145	947513
945716	betA	NC_000913.3	325577	327247	-	RefSeq	511145	945716
947376	betB	NC_000913.3	327261	328733	-	RefSeq	511145	947376
944981	betI	NC_000913.3	328747	329334	-	RefSeq	511145	944981
945079	betT	NC_000913.3	329463	331496	+	RefSeq	511145	945079
38094940	yahV	NC_000913.3	331802	331876	+	RefSeq	511145	38094940
947459	pdeL	NC_000913.3	332371	333459	+	RefSeq	511145	947459
945278	yahB	NC_000913.3	333501	334433	-	RefSeq	511145	945278
947337	yahC	NC_000913.3	334525	335022	-	RefSeq	511145	947337
947681	yahD	NC_000913.3	335280	335885	+	RefSeq	511145	947681
947134	yahE	NC_000913.3	335925	336788	+	RefSeq	511145	947134
947298	yahF	NC_000913.3	336778	338325	+	RefSeq	511145	947298
945379	yahG	NC_000913.3	338325	339743	+	RefSeq	511145	945379
945035	yahH	NC_000913.3	339769	340089	+	RefSeq	511145	945035
944984	yahI	NC_000913.3	340165	341115	+	RefSeq	511145	944984
944976	yahJ	NC_000913.3	341125	342507	+	RefSeq	511145	944976
944975	yahK	NC_000913.3	342884	343933	+	RefSeq	511145	944975
944970	yahL	NC_000913.3	344176	344991	+	RefSeq	511145	944970
302211664	xtpA	NC_000913.3	345252	345434	+	RefSeq	511145	302211664
944969	yahM	NC_000913.3	345404	345649	+	RefSeq	511145	944969
944968	yahN	NC_000913.3	345666	346337	-	RefSeq	511145	944968
944985	yahO	NC_000913.3	346484	346759	+	RefSeq	511145	944985
944987	prpR	NC_000913.3	346857	348443	-	RefSeq	511145	944987
944990	prpB	NC_000913.3	348682	349572	+	RefSeq	511145	944990
947528	prpC	NC_000913.3	350012	351181	+	RefSeq	511145	947528
945931	prpD	NC_000913.3	351215	352666	+	RefSeq	511145	945931
946891	prpE	NC_000913.3	352706	354592	+	RefSeq	511145	946891
944994	codB	NC_000913.3	354922	356181	+	RefSeq	511145	944994
944996	codA	NC_000913.3	356171	357454	+	RefSeq	511145	944996
945001	cynR	NC_000913.3	357791	358690	-	RefSeq	511145	945001
946548	cynT	NC_000913.3	358799	359458	+	RefSeq	511145	946548
948998	cynS	NC_000913.3	359489	359959	+	RefSeq	511145	948998
946770	cynX	NC_000913.3	359992	361146	+	RefSeq	511145	946770
945674	lacA	NC_000913.3	361249	361860	-	RefSeq	511145	945674
949083	lacY	NC_000913.3	361926	363179	-	RefSeq	511145	949083
945006	lacZ	NC_000913.3	363231	366305	-	RefSeq	511145	945006
945007	lacI	NC_000913.3	366428	367510	-	RefSeq	511145	945007
945938	mhpR	NC_000913.3	367587	368420	-	RefSeq	511145	945938
945197	mhpA	NC_000913.3	368611	370275	+	RefSeq	511145	945197
945047	mhpB	NC_000913.3	370277	371221	+	RefSeq	511145	945047
944954	mhpC	NC_000913.3	371239	372105	+	RefSeq	511145	944954
944768	mhpD	NC_000913.3	372115	372924	+	RefSeq	511145	944768
945008	mhpF	NC_000913.3	372921	373871	+	RefSeq	511145	945008
945012	mhpE	NC_000913.3	373868	374881	+	RefSeq	511145	945012
944997	mhpT	NC_000913.3	375459	376670	+	RefSeq	511145	944997
944993	yaiL	NC_000913.3	376772	377311	+	RefSeq	511145	944993
944991	frmB	NC_000913.3	377535	378368	-	RefSeq	511145	944991
944988	frmA	NC_000913.3	378462	379571	-	RefSeq	511145	944988
944986	frmR	NC_000913.3	379606	379881	-	RefSeq	511145	944986
945014	yaiO	NC_000913.3	380069	380842	-	RefSeq	511145	945014
945025	insC1	NC_000913.3	381351	381716	+	RefSeq	511145	945025
945203	insD1	NC_000913.3	381674	382579	+	RefSeq	511145	945203
945308	yaiP	NC_000913.3	382739	383935	-	RefSeq	511145	945308
38094941	ykiC	NC_000913.3	383960	384079	+	RefSeq	511145	38094941
946967	yaiS	NC_000913.3	384059	384616	-	RefSeq	511145	946967
945030	tauA	NC_000913.3	385232	386194	+	RefSeq	511145	945030
945027	tauB	NC_000913.3	386207	386974	+	RefSeq	511145	945027
945026	tauC	NC_000913.3	386971	387798	+	RefSeq	511145	945026
945021	tauD	NC_000913.3	387795	388646	+	RefSeq	511145	945021
945017	hemB	NC_000913.3	388753	389727	-	RefSeq	511145	945017
63925625	ytiB	NC_000913.3	391592	391648	-	RefSeq	511145	63925625
945036	insF2	NC_000913.3	391739	392605	-	RefSeq	511145	945036
946900	insE2	NC_000913.3	392602	392901	-	RefSeq	511145	946900
946902	iprA	NC_000913.3	394506	395129	+	RefSeq	511145	946902
946904	ampH	NC_000913.3	395130	396287	-	RefSeq	511145	946904
946884	sbmA	NC_000913.3	396639	397859	+	RefSeq	511145	946884
945038	yaiW	NC_000913.3	397872	398966	+	RefSeq	511145	945038
945223	yaiY	NC_000913.3	399025	399333	-	RefSeq	511145	945223
947355	yaiZ	NC_000913.3	399593	399805	+	RefSeq	511145	947355
945313	ddlA	NC_000913.3	399829	400923	-	RefSeq	511145	945313
947709	iraP	NC_000913.3	401386	401646	+	RefSeq	511145	947709
945041	phoA	NC_000913.3	401747	403162	+	RefSeq	511145	945041
945040	psiF	NC_000913.3	403281	403601	+	RefSeq	511145	945040
945037	dgcC	NC_000913.3	403703	404818	+	RefSeq	511145	945037
945034	proC	NC_000913.3	404835	405644	-	RefSeq	511145	945034
945033	yaiI	NC_000913.3	405764	406222	+	RefSeq	511145	945033
945031	aroL	NC_000913.3	406405	406929	+	RefSeq	511145	945031
